chunk_id,word_count,char_count,chunk_text,source_file,publication_year,source_title,section,header_level,page_number,avg_word_length,read_time_sec,metadata
chunk_0040,143,843,"## Steps of ESM

• Scene survey - during the scene survey you take control of the scene, find out what happened and make sure the area is safe before assessing the casualty.

• Primary survey - assess each casualty for life- threatening injuries and illnesses, call or send someone to call 9-1-1, and give life- saving first aid.

• Secondary survey - the secondary survey is a step- by- step way of gathering information to form a complete picture of the casualty's overall condition.

• Ongoing casualty care - during ongoing casualty care you continue to monitor the casualty's condition until medical help takes over.

These steps are generally done in the order above. The initial scene survey, primary survey and the start of life- saving first aid usually happens within one or two minutes. The secondary survey is not always necessary.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Steps of ESM,2,,5.9,42.9,"{'chunk_id': 'chunk_0040', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Steps of ESM', 'header_level': 2, 'page_number': None, 'word_count': 143, 'char_count': 843, 'avg_word_length': 5.9, 'read_time_sec': 42.9}"
chunk_0041,169,947,"## Scene Survey

• Take charge of the situation

• Call out for help to attract bystanders

• Assess hazards and make the area safe

• Find out the history of the emergency, how many casualties there are and the mechanism(s) of injury

• Identify yourself as a first aider and offer to help, get consent

• Assess responsiveness

Send or go for medical help as soon as you identify a serious problem and then begin the primary survey. If you have a mobile phone, you can dial 9-1-1 or your local emergency number, and put the device on speaker phone, if possible. This allows the first aider to remain with the casualty.

## Primary Survey

Check for life- threatening conditions, the ABCs:

• A = Airway

• B = Breathing

• C = Circulation

The sequential steps of the primary survey should be performed with the casualty in the position found unless it is impossible to do so.

The primary survey should begin immediately after the scene survey.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Scene Survey,2,,5.6,50.7,"{'chunk_id': 'chunk_0041', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Scene Survey', 'header_level': 2, 'page_number': None, 'word_count': 169, 'char_count': 947, 'avg_word_length': 5.6, 'read_time_sec': 50.7}"
chunk_0042,153,900,"## Check the airway

If the casualty is conscious, ask 'what happened?' How well the casualty responds will help you determine if the airway is clear. Use a head- tilt- chin- lift to open the airway of an unresponsive casualty.

If you suspect a head or spinal injury, and have been trained , use a jaw- thrust without head- tilt.

## Check for breathing

• If the casualty is conscious, check by asking how their breathing is.

• If the casualty is unconscious, check for breathing for at least five seconds, and no more than 10 seconds. If breathing is effective, move on to check circulation. If breathing is absent or ineffective (gasping and irregular, agonal), begin CPR.

## Check circulation

• Control obvious, severe bleeding

• Check for shock by checking skin condition and temperature

• Check with a rapid body survey for hidden, severe, external bleeding and signs of internal bleeding",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Check the airway,2,,5.88,45.9,"{'chunk_id': 'chunk_0042', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Check the airway', 'header_level': 2, 'page_number': None, 'word_count': 153, 'char_count': 900, 'avg_word_length': 5.88, 'read_time_sec': 45.9}"
chunk_0043,101,590,"## Rapid body survey

The rapid body survey is a quick assessment of the casualty's body which is performed during the primary survey. By running your hands over the casualty's entire body from head to toe (and under heavy outwear), you are able to feel for severe bleeding, internal bleeding and any obvious fractures.

When performing the rapid body survey:

• Wear gloves when possible, and check gloves for blood every few seconds

• Be careful not to cause any further injuries while performing the survey

• Look at the casualty's face to notice any responses to the rapid body survey",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Rapid body survey,2,,5.84,30.3,"{'chunk_id': 'chunk_0043', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Rapid body survey', 'header_level': 2, 'page_number': None, 'word_count': 101, 'char_count': 590, 'avg_word_length': 5.84, 'read_time_sec': 30.3}"
chunk_0044,151,903,"## Provide first aid for life- threatening injuries or conditions.

• Maintain an open airway with a head- tilt chin- lift or by placing the unresponsive breathing casualty into the recovery position

• Provide CPR if the unresponsive casualty is not breathing or not breathing normally (gasping)

• Control severe bleeding

• Provide support for obvious fractures

• Give first aid for shock by providing first aid for lifethreatening injuries and maintaining the casualty's body temperature

• Evaluate the situation and decide whether to do a secondary survey

## Do a secondary survey if:

• The casualty has more than one injury

• Medical help will be delayed more than 20 minutes

• Medical help is not coming to the scene and you have to transport the casualty

If you do not do a secondary survey, steady and support any injuries found and give ongoing casualty care until medical help arrives.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Provide first aid for life- threatening injuries or conditions.,2,,5.98,45.3,"{'chunk_id': 'chunk_0044', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Provide first aid for life- threatening injuries or conditions.', 'header_level': 2, 'page_number': None, 'word_count': 151, 'char_count': 903, 'avg_word_length': 5.98, 'read_time_sec': 45.3}"
chunk_0045,100,525,"## How to turn a casualty face up

You should give first aid in the position in which the casualty is found as much as possible. But sometimes you have to turn a casualty over to assess for life- threatening injuries or to give lifesaving first aid

• Extend the arm closest to you over the head.

• Tuck the far arm against the casualty's side.

• Cross the far foot over the near foot.

• Support the head and neck. Firmly grip the clothing at the waist. Roll the casualty over

• Position the casualty for giving first aid",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",How to turn a casualty face up,2,,5.25,30.0,"{'chunk_id': 'chunk_0045', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'How to turn a casualty face up', 'header_level': 2, 'page_number': None, 'word_count': 100, 'char_count': 525, 'avg_word_length': 5.25, 'read_time_sec': 30.0}"
chunk_0046,200,1085,"## ESM when a head or spinal injury is suspected

If you suspect a head or spinal injury, protect the head and neck from any movement. Head or neck movement could result in lifelong disability or death. Adjust your first aid to this situation as shown below • As soon as you see there might be a head or spinal injury, tell the casualty not to move • Once you have consent to help the casualty, steady and support the head and neck. Keep elbows firmly supported on thighs or ground. Then, assess responsiveness. • If there is a bystander to help, show them how to support the head and neck so you can continue your assessment. • Continue your assessment. • If a second bystander is available, show them how to steady and support the feet to prevent movement. • Keep the head and neck supported (and the feet if possible) while giving further first aid until handover to medical help. When moving a casualty with a suspected head or spinal injury, move them as a unit as much as possible. This means rolling the head, trunk and legs together, or lifting the whole body at the same time.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",ESM when a head or spinal injury is suspected,2,,5.42,60.0,"{'chunk_id': 'chunk_0046', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'ESM when a head or spinal injury is suspected', 'header_level': 2, 'page_number': None, 'word_count': 200, 'char_count': 1085, 'avg_word_length': 5.42, 'read_time_sec': 60.0}"
chunk_0047,144,776,"## ESM when a head or spinal injury is suspected

to help, show them how to support the head and neck so you can continue your assessment. • Continue your assessment. • If a second bystander is available, show them how to steady and support the feet to prevent movement. • Keep the head and neck supported (and the feet if possible) while giving further first aid until handover to medical help. When moving a casualty with a suspected head or spinal injury, move them as a unit as much as possible. This means rolling the head, trunk and legs together, or lifting the whole body at the same time. Do what you can to prevent movement.

## ESM when a head or spinal injury is suspected

together, or lifting the whole body at the same time. Do what you can to prevent movement.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",ESM when a head or spinal injury is suspected,2,,5.39,43.2,"{'chunk_id': 'chunk_0047', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'ESM when a head or spinal injury is suspected', 'header_level': 2, 'page_number': None, 'word_count': 144, 'char_count': 776, 'avg_word_length': 5.39, 'read_time_sec': 43.2}"
chunk_0048,188,993,"## Turning a casualty face up when a head or spinal injury is suspected

You should give first aid in the position in which the casualty is found as much as possible. But sometimes you have to turn a casualty over to assess for life- threatening injuries or give life- saving first aid

When you suspect a head or spinal injury, turn the casualty as a unit so the head and spine stay in the same relative position

• The first aider at the head supports the head- placing the right hand along the right side of the casualty's head and the left hand along the left side

• The other first aider extends the casualty's near arm over their head and gets a good grip on the casualty at the shoulder and waist.

• At the same time, the two first aiders roll the casualty towards the second first aider.

• If extra help is available, have the third first aider support the legs to prevent twisting of the neck and spine. With a fourth, put one first aider at the shoulders and another at the waist.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Turning a casualty face up when a head or spinal injury is suspected,2,,5.28,56.4,"{'chunk_id': 'chunk_0048', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Turning a casualty face up when a head or spinal injury is suspected', 'header_level': 2, 'page_number': None, 'word_count': 188, 'char_count': 993, 'avg_word_length': 5.28, 'read_time_sec': 56.4}"
chunk_0049,118,651,"## Secondary survey

A secondary survey follows the primary survey and any life- saving first aid. It is a step- by- step way of gathering information to form a complete picture of the casualty. In the secondary survey, the first aider is looking for injuries or illnesses that may not have been revealed in the primary survey. You should complete a secondary survey if:

• The casualty has more than one injury

• Medical help will be delayed for 20 minutes or more

• You will transport the casualty to medical help

## The secondary survey has four steps:

• History

• Vital signs

• Head- to- toe exam

• First aid for any injury or illness found",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Secondary survey,2,,5.52,35.4,"{'chunk_id': 'chunk_0049', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Secondary survey', 'header_level': 2, 'page_number': None, 'word_count': 118, 'char_count': 651, 'avg_word_length': 5.52, 'read_time_sec': 35.4}"
chunk_0050,193,1098,"## History

A SAMPLE history is used to gather a brief medical history of the casualty. This information may be useful for health care professionals who will continue to assist the casualty. If the casualty is unable to respond, some of the SAMPLE history could be answered by a close family member.

S = symptoms - what the casualty is feeling (such as pain, nausea, weakness, etc.)

A = allergies - any allergies, specifically allergies to medications

M = medications - any medications or supplements they normally take, have taken in the past 24 hours, or any doses they may have missed

P = past or present medical history - any medical history, especially if it is related to what they are experiencing now. Ask if they have medical alert information

L = last meal - last meal they ate and when, anything else taken by mouth

E = events leading to the incident - what was happening before the injury/illness? How did the injury occur?

## Vital signs

There are four vital signs to check on the casualty

• Level of consciousness (LOC)

• Breathing

• Pulse

• Skin condition and temperature",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",History,2,,5.69,57.9,"{'chunk_id': 'chunk_0050', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'History', 'header_level': 2, 'page_number': None, 'word_count': 193, 'char_count': 1098, 'avg_word_length': 5.69, 'read_time_sec': 57.9}"
chunk_0051,196,1063,"## Level of consciousness (LOC)

A common method of obtaining a casualty's LOC is using the acronym AVPU . When using AVPU to indicate LOC, it is a scale which ranges from good (A), to not as good (V), to bad (P), to worse (U)

A = Alert - An alert casualty will have their eyes open and will be able to answer simple questions. An alert casualty is oriented to person, place and time.

V = Verbal - The casualty will respond when spoken to, but may not be able to effectively communicate. They may not be oriented to person, place or time.

P = Pain - This casualty will only respond when a painful stimuli is delivered, such as pinching them or rubbing your knuckles on their sternum. They may move or make noise, but they will not communicate.

## U = Unresponsive - the

unresponsive casualty will not respond to any stimulus.

Please note that an alternative to quickly estimate a casualty's LOC is to evaluate their eye, verbal and motor skills. If their eyes are open, they can clearly speak, and obey a command such as 'squeeze my fingers,' they are alert",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Level of consciousness (LOC),2,,5.42,58.8,"{'chunk_id': 'chunk_0051', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Level of consciousness (LOC)', 'header_level': 2, 'page_number': None, 'word_count': 196, 'char_count': 1063, 'avg_word_length': 5.42, 'read_time_sec': 58.8}"
chunk_0052,195,1022,"## Breathing

To assess the breathing rate, watch the casualty closely for a total of 30 seconds. It is OK to place your hand on their upper abdomen to feel the rise and fall. Check the quality of the breathing. Carefully count each breath over the 30 seconds and multiply that number by two for breaths per minute.

## Pulse

The pulse rate is the number of beats your heart takes in one minute, and it is an essential skill for assessing all casualties. The most common places to assess a pulse is at the wrist or neck, and for infants, the inside of the upper arm.

To assess the pulse, use two fingers and gently place them on either the inside of the wrist (just below the hand on the thumb side), or on the side of the neck (carotid artery), or for infants, the inside of the upper arm, on the brachial artery. Press just gently enough to feel the pulse. You may have to feel around the area until you find it. Once you have found the pulse, count the number of beats over 30 seconds and multiply that number by two.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Breathing,2,,5.24,58.5,"{'chunk_id': 'chunk_0052', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Breathing', 'header_level': 2, 'page_number': None, 'word_count': 195, 'char_count': 1022, 'avg_word_length': 5.24, 'read_time_sec': 58.5}"
chunk_0053,80,430,"## Skin condition and temperature

When assessing the skin we look for the temperature (warm or cold), the colour (normal skin tones or pale) and whether the skin is dry or wet. Use the back of your gloved hand to feel the casualty's forehead and cheeks. If their skin normal, they will have normal skin colour, and their skin will be warm and dry. If the skin is pale, cold and wet (sweaty), this could be an indication of shock.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Skin condition and temperature,2,,5.38,24.0,"{'chunk_id': 'chunk_0053', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Skin condition and temperature', 'header_level': 2, 'page_number': None, 'word_count': 80, 'char_count': 430, 'avg_word_length': 5.38, 'read_time_sec': 24.0}"
chunk_0054,192,1062,"## Head- to- toe exam

The head- to- toe exam is a complete and detailed check of the casualty for any injuries that may have been missed during the rapid body survey. Do not examine for unlikely injuries. You may need to expose an area to check for injuries, but always respect the casualty's modesty and ensure you protect them from the cold. Only expose what you absolutely have to.

• Ask the casualty if they feel any pain before you start. Note any responses.

• Speak to the casualty throughout the process. Explain what you are checking for as you proceed.

• Always watch the casualty's face for any facial expressions that may indicate pain.

• Do not stop the exam. If you find an injury, note it and continue.

• Do not step over the casualty. If you need to, walk around them.

• During a detailed exam, you are looking for all bumps, bruises, scrapes, or anything that is not normal.

• If the casualty is unconscious, look for medic alert devices during your survey, such as a tag, bracelet, necklace, watch, or other indicator.

• Look, then feel",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Head- to- toe exam,2,,5.53,57.6,"{'chunk_id': 'chunk_0054', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Head- to- toe exam', 'header_level': 2, 'page_number': None, 'word_count': 192, 'char_count': 1062, 'avg_word_length': 5.53, 'read_time_sec': 57.6}"
chunk_0055,162,841,"## Start at the head:

• Check the skull for anything abnormal

• Check the ears for fluid

• Check the eyes, are the pupils the same size?

• Check the nose for drainage

• Check the mouth, are the teeth intact? Are the lips blue or pale?

## Check the neck:

• Are the neck veins bulging?

• Is there a medical alert necklace?

• Check the collarbones

• Check the shoulders on both sides

## Check the arms:

• Check each arm completely

• Check the fingernails for circulation by squeezing and watching the blood return

• Ask the casualty to squeeze two of your fingers in both hands at the same time. Do they have an adequate strength and is the strength equal?

## Check the chest and under:

• Does it hurt the casualty to breathe?

• Does the chest rise and fall with breaths as it should?

• Reach around the back as far as you can",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Start at the head:,2,,5.19,48.6,"{'chunk_id': 'chunk_0055', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Start at the head:', 'header_level': 2, 'page_number': None, 'word_count': 162, 'char_count': 841, 'avg_word_length': 5.19, 'read_time_sec': 48.6}"
chunk_0056,169,889,"## Check the abdomen and under:

• With flat hands, check the abdomen carefully

• Do not push into the abdomen. Gently feel for pain, tenderness, or rigidity

• Place a flat hand on their abdomen and ask the casualty to push against it. Does this cause pain?

• Reach around the back as far as you can

## Check the pelvis:

• Place your hands on top of the pelvic bones and very gently squeeze for stability

## Check the legs, ankles, and feet:

• Check each leg completely one at a time

• Is one leg shorter than the other?

• Carefully check the stability of the kneecap and under the knee

• Squeeze or pinch a foot. Ask the casualty what you just did to see if they answer correctly.

• Place both hands on both feet. Ask the casualty to push and then pull against you. Feel for equal strength. Ask the casualty to wiggle their toes and watch for the response.

• Check circulation",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Check the abdomen and under:,2,,5.26,50.7,"{'chunk_id': 'chunk_0056', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Check the abdomen and under:', 'header_level': 2, 'page_number': None, 'word_count': 169, 'char_count': 889, 'avg_word_length': 5.26, 'read_time_sec': 50.7}"
chunk_0057,114,726,"## First aid for injuries found

When you have completed your exam, give appropriate first aid for any injuries or illnesses found. If the casualty has more than one injury, give first aid to the more serious injuries first.

## Document

Upon completion of the secondary survey, document your findings as accurately as possible. This information may be valuable to medical professionals who will continue to assist the casualty.

Documentation is also important in a workplace emergency as it may be used as part of an investigation. Documentation of the incident and the first aid given should be completed on preprinted forms and maintained as required by provincial regulations/ legislation for reference by investigators.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",First aid for injuries found,2,,6.37,34.2,"{'chunk_id': 'chunk_0057', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'First aid for injuries found', 'header_level': 2, 'page_number': None, 'word_count': 114, 'char_count': 726, 'avg_word_length': 6.37, 'read_time_sec': 34.2}"
chunk_0058,159,922,"## Ongoing casualty care

Once first aid for injuries and illnesses that are not life threatening has been given:

• The first aider will hand over control of the scene to the casualty, or someone else, and end their involvement in the emergency

• The first aider will stay in control of the scene and wait for medical help to take over, or

• The first aider will stay in control of the scene and transport the casualty to medical help

The first aid must maintain the casualty in the best possible condition until handover to medical help by:

• Giving first aid for shock

• Position the casualty based upon their condition

• Monitoring the casualty's condition

• Recording the events of the situation

• Reporting on what happened to whoever takes over

Instruct a bystander to maintain manual support of the head and neck (if head/spinal injuries are suspected). Continue to steady and support manually, if needed.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Ongoing casualty care,2,,5.8,47.7,"{'chunk_id': 'chunk_0058', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Ongoing casualty care', 'header_level': 2, 'page_number': None, 'word_count': 159, 'char_count': 922, 'avg_word_length': 5.8, 'read_time_sec': 47.7}"
chunk_0059,119,649,"## Recovery Position

This position protects the casualty and also reduces bending and twisting of the spine. This position protects the airway if you must leave the casualty.

• Position the arm closest to you at 90 degrees in front of the casualty, keeping it out of the way when rolling them.

• Position the arm furthest from you on the casualty's chest. Bend the far knee.

• Reach behind the casualty's shoulder and roll casualty towards you by pulling on the far knee.

• Adjust the position of the arms and leg so the casualty is in a stable position. Place the far arm at 90 degrees to the casualty with the palm down.

• Give ongoing care.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Recovery Position,2,,5.45,35.7,"{'chunk_id': 'chunk_0059', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Recovery Position', 'header_level': 2, 'page_number': None, 'word_count': 119, 'char_count': 649, 'avg_word_length': 5.45, 'read_time_sec': 35.7}"
chunk_0060,200,1170,"## After the handover

In first aid, we prepare ourselves to care for an injured or ill person. We don't often think about what happens after the casualty has left our care. Immediately following the handover of the casualty you may have a number of practical details to attend to. These details can include cleaning up after the emergency, correcting any unsafe conditions that caused the injury, or making a report on the incident and your involvement. Once these practical matters are out of the way, we expect things to 'return to normal.' However, you will likely find yourself thinking about the situation and the details of what happened while you were involved. Following a stressful event, many people review the details and try to evaluate what they did and how they could have done it better. This reviewing of the events is completely normal and you can expect it to happen. But if thoughts of the incident continue for many weeks, or if they affect your day- to- day life, you may be experiencing the negative effects of critical incident stress (CIS). Critical incident stress is a common reaction to a stressful emergency situation. The effects of CIS can",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",After the handover,2,,5.85,60.0,"{'chunk_id': 'chunk_0060', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'After the handover', 'header_level': 2, 'page_number': None, 'word_count': 200, 'char_count': 1170, 'avg_word_length': 5.85, 'read_time_sec': 60.0}"
chunk_0061,181,1036,"## After the handover

about the situation and the details of what happened while you were involved. Following a stressful event, many people review the details and try to evaluate what they did and how they could have done it better. This reviewing of the events is completely normal and you can expect it to happen. But if thoughts of the incident continue for many weeks, or if they affect your day- to- day life, you may be experiencing the negative effects of critical incident stress (CIS). Critical incident stress is a common reaction to a stressful emergency situation. The effects of CIS can interfere with your daily life- your job, your relationships, your peace of mind. If this happens to yourself, you need to do something about it, and help is readily available. Start by talking to your family doctor or a doctor at a walk- in clinic. A doctor will understand what you are going through and will suggest a course of action. The effects of critical incident stress can appear many weeks, months or years after the event.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",After the handover,2,,5.72,54.3,"{'chunk_id': 'chunk_0061', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'After the handover', 'header_level': 2, 'page_number': None, 'word_count': 181, 'char_count': 1036, 'avg_word_length': 5.72, 'read_time_sec': 54.3}"
chunk_0062,85,476,"## After the handover

effects of CIS can interfere with your daily life- your job, your relationships, your peace of mind. If this happens to yourself, you need to do something about it, and help is readily available. Start by talking to your family doctor or a doctor at a walk- in clinic. A doctor will understand what you are going through and will suggest a course of action. The effects of critical incident stress can appear many weeks, months or years after the event.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",After the handover,2,,5.6,25.5,"{'chunk_id': 'chunk_0062', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'After the handover', 'header_level': 2, 'page_number': None, 'word_count': 85, 'char_count': 476, 'avg_word_length': 5.6, 'read_time_sec': 25.5}"
chunk_0063,158,984,"## Shock

Shock is a circulation problem where the body's tissues don't get enough oxygenated blood.

Shock is a danger because any physical injury or illness can be accompanied by shock, and it can quickly progress into a lifethreatening condition. Pain, anxiety and fear do not cause shock, but they can make it worse, or make it progress faster. This is why reassuring a casualty and making them comfortable is important.

Medical shock should not be confused with electrical shock or being shocked and surprised. Medical shock is life- threatening, as the brain and other organs cannot function properly.

The following information provides some causes of shock. Severe shock can also result from medical emergencies such as diabetes, epilepsy, infection, poisoning or a drug overdose.

*For casualties with dark skin colour, the colour changes may be observed in the following areas of the body: lips, gums and tongue, nail beds and palms, earlobes, membrane of the inner eyelid.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",Shock,2,,6.23,47.4,"{'chunk_id': 'chunk_0063', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'Shock', 'header_level': 2, 'page_number': None, 'word_count': 158, 'char_count': 984, 'avg_word_length': 6.23, 'read_time_sec': 47.4}"
chunk_0064,197,1115,"## First aid for shock

The following actions will minimize shock:

• Give first aid for the injury or illness that caused the shock

• Reassure the casualty often

• Minimize pain by handling the casualty gently

• Loosen tight clothing at the neck, chest and waist

• Keep the casualty warm, but do not overheat - use jackets, coats or blankets if you have them

• Moisten the lips if the casualty complains of thirst. Don't give anything to eat or drink. If medical help is delayed many hours, give small amounts of water or clear fluids to drink - make a note of what was given and when

• Place the casualty in the best position for their condition Continue ongoing casualty care until handover

The above first aid for shock may prevent shock from getting worse. Whenever possible, add these steps to any first aid you give.

## Positioning a casualty in shock

Putting the casualty in the right position can slow the progress of shock and make the casualty more comfortable.

The position you use depends on the casualty's condition. The casualty should be as comfortable as possible in the position you use.",First aid reference guide_V4.1_Public.pdf,2019,"First Aid Reference Guide, 4th Edition — St. John Ambulance Canada",First aid for shock,2,,5.66,59.1,"{'chunk_id': 'chunk_0064', 'source_title': 'First Aid Reference Guide, 4th Edition — St. John Ambulance Canada', 'source_file': 'First aid reference guide_V4.1_Public.pdf', 'publication_year': 2019, 'section': 'First aid for shock', 'header_level': 2, 'page_number': None, 'word_count': 197, 'char_count': 1115, 'avg_word_length': 5.66, 'read_time_sec': 59.1}"
